Gene_ID	Harringtonine_Control_rep1	Harringtonine_Control_rep2	Harringtonine_Control_rep3	Harringtonine_Treated_rep1	Harringtonine_Treated_rep2	Harringtonine_Treated_rep3
ENSG00000280666.1	0	0	0	0	0	0
ENSG00000280668.2	0	0	0	0	0	0
ENSG00000280669.1	0	0	0	0	0	0
ENSG00000280670.3	83	83	47	49	84	58
ENSG00000280677.1	0	0	0	0	0	0
ENSG00000280679.1	0	0	0	0	0	0
ENSG00000280680.3	0	0	0	0	0	0
ENSG00000280681.1	0	0	0	0	0	0
ENSG00000280682.3	0	0	0	0	0	0
ENSG00000280683.1	0	0	0	0	0	0
ENSG00000280686.2	0	0	0	0	0	0
ENSG00000280688.1	0	0	0	0	0	0
ENSG00000280689.3	0	0	0	0	0	0
ENSG00000280691.1	0	0	0	0	0	0
ENSG00000280693.2	0	0	0	0	2	0
ENSG00000280695.1	0	0	0	0	0	0
ENSG00000280700.1	0	0	0	0	0	0
ENSG00000280701.1	0	0	0	0	0	0
ENSG00000280703.1	0	0	0	0	0	0
ENSG00000280704.1	0	0	0	0	0	0
ENSG00000280705.1	0	0	0	0	0	0
ENSG00000280706.3	0	0	0	0	0	0
ENSG00000280707.3	0	0	0	0	0	0
ENSG00000280708.1	0	0	0	0	0	0
ENSG00000280709.2	0	0	0	0	0	0
ENSG00000280710.3	0	0	0	0	0	0
ENSG00000280711.1	0	0	0	0	0	0
ENSG00000280712.1	0	0	0	0	0	0
ENSG00000280714.1	0	0	0	0	0	0
ENSG00000280716.1	0	0	0	0	0	0
ENSG00000280719.1	0	0	0	0	0	0
ENSG00000280720.1	0	0	0	0	0	0
ENSG00000280721.1	0	2	1	0	1	0
ENSG00000280722.1	0	0	0	0	0	0
ENSG00000280725.2	0	0	0	0	0	0
ENSG00000280726.2	0	0	0	0	0	0
ENSG00000280732.1	0	0	0	0	0	0
ENSG00000280733.1	0	0	0	0	0	0
ENSG00000280734.3	68	91	77	55	59	70
ENSG00000280735.1	0	0	0	0	0	0
ENSG00000280737.1	0	0	0	0	0	0
ENSG00000280739.5	58	53	57	57	44	58
ENSG00000280740.1	0	0	0	0	0	0
ENSG00000280741.1	0	0	0	0	0	0
ENSG00000280744.1	0	0	0	0	0	0
ENSG00000280745.1	0	0	0	0	0	0
ENSG00000280748.1	0	0	0	0	0	0
ENSG00000280749.1	0	0	0	0	0	0
ENSG00000280750.1	0	0	0	0	0	0
ENSG00000280751.1	0	0	0	0	0	0
ENSG00000280752.1	0	0	0	0	0	0
ENSG00000280754.1	0	0	0	0	0	0
ENSG00000280757.1	0	0	0	0	0	0
ENSG00000280758.1	5	0	2	1	0	0
ENSG00000280759.2	0	0	0	0	0	0
ENSG00000280765.1	0	0	0	0	0	0
ENSG00000280767.3	0	0	0	0	0	0
ENSG00000280767.3_PAR_Y	0	0	0	0	0	0
ENSG00000280768.1	0	0	0	0	0	0
ENSG00000280769.1	0	0	0	0	0	0
ENSG00000280770.1	0	0	0	0	0	0
ENSG00000280773.2	0	0	0	0	0	0
ENSG00000280774.2	0	0	0	0	0	0
ENSG00000280775.1	0	0	0	0	0	0
ENSG00000280776.2	2	0	0	0	0	1
ENSG00000280778.1	0	0	0	0	0	0
ENSG00000280780.4	0	0	0	0	0	0
ENSG00000280781.1	0	0	0	0	0	0
ENSG00000280782.1	0	0	0	0	0	0
ENSG00000280784.1	0	0	0	0	0	0
ENSG00000280786.1	0	0	0	0	0	0
ENSG00000280787.3	0	0	0	0	0	0
ENSG00000280789.2	1074	847	1189	1022	1132	1088
ENSG00000280792.1	0	0	0	0	0	0
ENSG00000280794.1	0	0	0	0	0	0
ENSG00000280795.1	0	0	0	0	0	0
ENSG00000280797.1	0	0	0	0	0	0
ENSG00000280798.1	110	151	138	128	149	148
ENSG00000280799.1	0	0	0	0	0	0
ENSG00000280800.1	0	0	0	0	0	0
ENSG00000280802.1	0	0	0	0	0	0
ENSG00000280805.2	0	0	0	0	0	0
ENSG00000280806.1	0	0	0	0	0	0
ENSG00000280807.2	0	0	0	0	0	0
ENSG00000280808.2	0	0	0	0	0	0
ENSG00000280809.5	0	0	0	0	0	0
ENSG00000280810.1	0	0	0	0	0	0
ENSG00000280811.2	0	0	0	0	0	0
ENSG00000280813.1	0	0	0	0	0	0
ENSG00000280814.1	0	0	0	0	0	0
ENSG00000280815.1	0	0	0	0	0	0
ENSG00000280820.1	0	0	0	0	0	0
ENSG00000280821.1	0	0	0	0	0	0
ENSG00000280825.1	0	0	0	0	0	0
ENSG00000280828.1	11	16	10	10	7	11
ENSG00000280830.1	0	0	0	0	0	0
ENSG00000280831.3	0	0	0	0	0	0
ENSG00000280832.3	286	283	350	256	301	313
ENSG00000280836.1	0	0	0	0	0	0
ENSG00000280837.1	0	0	0	0	0	0
ENSG00000280838.1	0	0	0	0	0	0
ENSG00000280839.3	0	0	0	0	0	0
ENSG00000280840.3	0	0	0	0	0	0
ENSG00000280841.1	0	0	0	0	0	0
ENSG00000280844.1	0	0	0	0	0	0
ENSG00000280850.3	0	0	0	0	0	0
ENSG00000280852.2	0	1	5	0	2	1
ENSG00000280853.1	0	0	0	0	0	0
ENSG00000280858.3	0	0	0	0	0	0
ENSG00000280864.1	0	0	0	0	0	0
ENSG00000280865.1	0	0	0	0	0	0
ENSG00000280866.1	0	0	0	0	0	0
ENSG00000280868.1	0	0	0	0	0	0
ENSG00000280870.3	0	0	0	0	2	0
ENSG00000280872.1	0	0	0	0	0	0
ENSG00000280876.1	0	0	0	0	0	0
ENSG00000280877.1	0	0	0	0	0	0
ENSG00000280878.1	0	0	0	0	0	0
ENSG00000280880.1	0	0	0	0	0	0
ENSG00000280881.1	0	0	0	0	0	0
ENSG00000280882.1	0	0	0	0	0	0
ENSG00000280883.1	0	0	0	0	0	0
ENSG00000280889.1	0	0	0	0	0	0
ENSG00000280890.1	0	0	0	0	0	0
ENSG00000280891.1	0	0	0	0	0	0
ENSG00000280892.1	0	0	0	0	0	0
ENSG00000280893.1	0	0	0	0	0	0
ENSG00000280894.1	0	0	0	0	0	0
ENSG00000280895.2	0	0	0	0	0	0
ENSG00000280898.1	0	0	0	0	0	0
ENSG00000280899.3	0	0	0	0	0	0
ENSG00000280904.1	0	0	0	0	0	0
ENSG00000280905.4	0	0	0	0	0	0
ENSG00000280906.1	0	0	0	0	0	0
ENSG00000280907.1	0	0	0	0	0	0
ENSG00000280908.2	0	0	0	0	0	0
ENSG00000280909.1	0	0	0	0	0	0
ENSG00000280912.1	0	0	0	0	0	0
ENSG00000280913.3	0	0	0	0	0	0
ENSG00000280916.4	0	0	0	0	0	0
ENSG00000280917.1	0	0	0	0	0	0
ENSG00000280920.1	0	0	0	0	0	0
ENSG00000280924.1	77	42	58	48	61	33
ENSG00000280926.1	0	0	0	0	0	0
ENSG00000280927.1	15	20	12	28	15	26
ENSG00000280928.1	0	0	0	0	0	0
ENSG00000280929.1	0	0	0	0	0	0
ENSG00000280930.1	0	0	0	0	0	0
ENSG00000280931.1	0	0	0	0	0	0
ENSG00000280932.1	0	0	0	0	0	0
ENSG00000280935.1	0	0	0	0	0	0
ENSG00000280936.1	0	0	0	0	0	0
ENSG00000280937.1	0	0	0	0	0	0
ENSG00000280938.1	0	0	0	0	0	0
ENSG00000280939.1	0	0	0	0	0	0
ENSG00000280940.1	0	0	0	0	0	0
ENSG00000280941.1	0	0	0	0	0	0
ENSG00000280943.1	0	0	0	0	0	0
ENSG00000280944.1	0	0	0	0	0	0
ENSG00000280946.1	0	0	0	0	0	0
ENSG00000280948.1	0	0	0	0	0	0
ENSG00000280949.1	0	0	0	0	0	0
ENSG00000280951.3	0	0	0	0	0	0
ENSG00000280953.2	0	0	0	1	0	0
ENSG00000280958.1	0	0	0	0	0	0
ENSG00000280960.1	0	0	0	0	0	0
ENSG00000280961.1	0	0	0	0	0	0
ENSG00000280962.3	0	0	0	0	0	0
ENSG00000280963.2	0	0	0	0	0	0
ENSG00000280967.1	0	0	0	0	0	0
ENSG00000280968.1	0	0	0	0	0	0
ENSG00000280969.2	0	0	0	0	0	0
ENSG00000280971.1	0	0	0	0	0	0
ENSG00000280972.1	0	0	0	0	0	0
ENSG00000280973.1	0	0	0	0	0	0
ENSG00000280975.3	0	0	0	0	0	0
ENSG00000280978.1	0	0	0	0	0	0
ENSG00000280980.1	0	0	0	0	0	0
ENSG00000280982.1	0	0	0	0	0	0
ENSG00000280983.1	0	0	0	0	0	0
ENSG00000280984.1	0	0	0	0	0	0
ENSG00000280986.1	0	0	0	0	0	0
ENSG00000280987.4	56	71	47	62	60	63
ENSG00000280989.2	0	3	0	0	0	0
ENSG00000280991.1	0	0	0	0	0	0
ENSG00000280993.2	0	0	0	0	0	0
ENSG00000280994.1	0	0	0	0	0	0
ENSG00000280996.1	0	0	0	0	0	0
ENSG00000280997.1	0	0	0	0	0	0
ENSG00000281000.1	0	0	0	0	0	0
ENSG00000281004.1	0	0	0	0	0	0
ENSG00000281005.2	11	9	1	5	12	8
ENSG00000281008.1	0	0	0	0	0	0
ENSG00000281009.1	0	0	0	0	0	0
ENSG00000281010.1	0	0	0	0	0	0
ENSG00000281012.1	0	0	0	0	0	0
ENSG00000281013.4	0	0	0	0	0	0
ENSG00000281015.1	0	0	0	0	0	0
ENSG00000281016.1	0	0	0	0	0	0
ENSG00000281019.1	0	0	0	0	0	0
ENSG00000281020.2	0	0	0	0	0	0
ENSG00000281021.1	0	0	0	0	0	0
ENSG00000281022.3	0	0	0	0	0	0
ENSG00000281024.3	0	0	0	0	0	0
ENSG00000281026.1	19	26	32	64	50	54
ENSG00000281029.1	0	0	0	0	0	0
ENSG00000281031.1	0	0	0	0	0	0
ENSG00000281032.1	0	0	0	0	0	0
ENSG00000281036.1	0	0	0	0	0	0
ENSG00000281038.1	0	0	0	0	0	0
ENSG00000281039.1	0	0	0	0	0	0
ENSG00000281040.1	0	0	0	0	0	0
ENSG00000281048.2	0	0	0	0	0	0
ENSG00000281050.1	0	0	0	0	0	0
ENSG00000281051.1	0	0	0	0	0	0
ENSG00000281053.2	0	0	0	0	0	0
ENSG00000281054.1	0	0	0	0	0	0
ENSG00000281055.1	0	0	0	0	0	0
ENSG00000281056.1	0	0	0	0	0	0
ENSG00000281058.1	0	0	0	0	0	0
ENSG00000281060.2	0	0	0	0	0	0
ENSG00000281062.3	0	0	0	0	0	0
ENSG00000281065.1	0	0	0	0	0	0
ENSG00000281067.1	0	0	0	0	0	0
ENSG00000281073.1	0	0	0	0	0	0
ENSG00000281074.1	0	0	0	0	0	0
ENSG00000281076.3	0	0	0	0	0	0
ENSG00000281077.1	0	0	0	0	0	0
ENSG00000281078.1	0	0	0	0	0	0
ENSG00000281081.1	0	0	0	0	0	0
ENSG00000281082.1	0	0	0	0	0	0
ENSG00000281084.1	0	0	0	0	0	0
ENSG00000281086.1	0	0	0	0	0	0
ENSG00000281087.1	0	0	0	0	0	0
ENSG00000281089.3	0	0	0	0	0	0
ENSG00000281091.3	3	0	0	3	0	0
ENSG00000281092.1	0	0	0	0	0	0
ENSG00000281093.1	0	0	0	0	0	0
ENSG00000281094.1	0	0	0	0	0	0
ENSG00000281095.1	0	0	0	0	0	0
ENSG00000281097.1	0	1	0	0	0	0
ENSG00000281099.1	0	0	0	0	0	0
ENSG00000281100.1	0	0	1	0	0	0
ENSG00000281102.1	0	0	0	0	0	0
ENSG00000281103.4	27	12	32	16	17	25
ENSG00000281104.1	0	0	0	0	0	0
ENSG00000281106.4	0	0	4	1	3	1
ENSG00000281107.1	0	0	0	0	0	0
ENSG00000281111.1	0	0	0	0	0	0
ENSG00000281112.1	0	0	0	0	0	0
ENSG00000281113.1	0	0	0	0	0	0
ENSG00000281118.1	0	0	0	0	0	0
ENSG00000281120.1	0	0	0	0	0	0
ENSG00000281121.1	0	0	0	0	0	0
ENSG00000281122.1	0	0	0	0	0	0
ENSG00000281123.3	0	0	0	0	0	0
ENSG00000281127.1	0	0	0	0	0	0
ENSG00000281128.2	3	2	0	1	4	2
ENSG00000281131.1	0	0	0	0	0	0
ENSG00000281133.1	0	0	0	0	0	0
ENSG00000281139.1	0	0	0	0	0	0
ENSG00000281141.1	0	0	0	0	0	0
ENSG00000281144.2	0	0	0	0	0	0
ENSG00000281145.1	0	0	0	0	0	0
ENSG00000281149.1	0	0	0	0	0	0
ENSG00000281150.1	0	0	0	0	0	0
ENSG00000281151.2	0	0	0	0	0	0
ENSG00000281153.1	0	0	0	0	0	0
ENSG00000281154.1	0	0	0	0	0	0
ENSG00000281156.1	0	0	0	0	0	0
ENSG00000281157.2	0	0	0	0	0	0
ENSG00000281159.1	0	0	0	0	0	0
ENSG00000281160.2	0	0	0	0	0	0
ENSG00000281161.1	0	0	0	0	0	0
ENSG00000281162.4	0	0	1	0	0	0
ENSG00000281163.1	0	0	0	0	0	0
ENSG00000281165.3	0	0	0	0	0	0
ENSG00000281166.2	0	0	0	0	0	0
ENSG00000281167.1	0	0	0	0	0	0
ENSG00000281168.1	0	0	0	0	0	0
ENSG00000281173.1	0	0	0	0	0	0
ENSG00000281174.1	0	0	0	0	0	0
ENSG00000281175.2	0	0	0	0	0	0
ENSG00000281176.1	0	0	0	0	0	0
ENSG00000281178.4	0	0	0	0	0	0
ENSG00000281179.1	0	0	0	0	0	0
ENSG00000281180.1	0	0	0	0	0	0
ENSG00000281181.1	0	0	0	0	0	0
ENSG00000281183.1	89	100	81	146	131	131
ENSG00000281184.1	0	0	0	0	0	0
ENSG00000281185.1	0	0	0	0	0	0
ENSG00000281186.2	0	0	0	0	0	0
ENSG00000281188.1	0	0	0	0	0	0
ENSG00000281189.1	53	52	51	44	40	52
ENSG00000281191.2	0	0	0	0	0	0
ENSG00000281195.1	29	20	10	20	34	38
ENSG00000281196.1	1	0	0	0	0	0
ENSG00000281197.2	0	0	0	0	0	0
ENSG00000281198.1	0	0	0	0	0	0
ENSG00000281202.2	0	0	0	0	0	0
ENSG00000281207.1	4	3	5	8	1	8
ENSG00000281208.1	0	0	0	0	0	0
ENSG00000281210.1	0	0	0	0	0	0
ENSG00000281211.1	0	0	0	0	0	0
ENSG00000281213.1	0	0	0	0	0	0
ENSG00000281216.1	0	0	0	0	0	0
ENSG00000281219.2	0	0	0	0	0	0
ENSG00000281221.3	0	0	0	0	0	0
ENSG00000281224.1	0	0	0	0	0	0
ENSG00000281225.1	0	0	0	0	0	0
ENSG00000281226.2	0	0	0	0	0	0
ENSG00000281229.1	0	0	0	0	0	0
ENSG00000281230.3	0	0	0	0	0	0
ENSG00000281232.1	0	0	0	0	0	0
ENSG00000281233.1	0	0	0	0	0	0
ENSG00000281234.1	0	0	0	0	0	0
ENSG00000281237.1	0	0	0	0	0	0
ENSG00000281240.1	0	0	0	0	0	0
ENSG00000281243.1	0	0	0	0	0	0
ENSG00000281244.2	0	0	0	0	0	0
ENSG00000281245.2	0	0	0	0	0	0
ENSG00000281246.1	0	0	0	0	0	0
ENSG00000281248.1	0	0	0	0	0	0
ENSG00000281249.1	0	0	0	0	0	0
ENSG00000281250.1	0	0	0	0	0	0
ENSG00000281251.1	0	0	0	0	0	0
ENSG00000281252.2	0	0	0	0	0	0
ENSG00000281254.1	0	0	0	0	0	0
ENSG00000281256.1	0	0	0	0	0	0
ENSG00000281261.1	0	0	0	0	0	0
ENSG00000281263.1	0	0	0	0	0	0
ENSG00000281264.1	0	0	0	0	0	0
ENSG00000281265.1	0	0	0	0	0	0
ENSG00000281266.2	0	0	0	0	0	0
ENSG00000281268.1	0	0	0	0	0	0
ENSG00000281269.1	0	0	0	0	0	0
ENSG00000281270.1	0	0	0	0	0	0
ENSG00000281274.1	0	0	0	0	0	0
ENSG00000281276.1	0	0	0	0	0	0
ENSG00000281279.1	0	0	0	0	0	0
ENSG00000281283.1	0	0	0	0	0	0
ENSG00000281284.1	0	0	0	0	0	0
ENSG00000281287.1	0	0	0	0	0	0
ENSG00000281289.2	0	0	0	0	0	0
ENSG00000281292.1	0	0	0	0	0	0
ENSG00000281295.1	0	0	0	0	0	0
ENSG00000281296.1	0	0	0	0	0	0
ENSG00000281300.1	0	0	0	0	0	0
ENSG00000281305.1	0	0	0	0	0	0
ENSG00000281306.3	0	0	0	0	0	0
ENSG00000281308.1	0	0	0	0	0	0
ENSG00000281309.2	0	0	0	0	0	0
ENSG00000281310.2	0	0	0	0	0	0
ENSG00000281311.1	0	0	0	0	0	0
ENSG00000281313.1	0	0	0	0	0	0
ENSG00000281316.1	0	0	0	0	0	0
ENSG00000281317.1	0	0	0	0	0	0
ENSG00000281320.3	0	0	0	0	0	0
ENSG00000281321.1	0	0	0	0	0	0
ENSG00000281324.3	0	0	0	0	0	0
ENSG00000281326.1	0	0	0	0	0	0
ENSG00000281327.4	0	0	0	0	0	0
ENSG00000281332.1	6	18	12	5	8	10
ENSG00000281333.2	2	4	6	6	3	1
ENSG00000281334.1	0	0	0	0	0	0
ENSG00000281335.1	0	0	0	0	0	0
ENSG00000281336.1	0	0	0	0	0	0
ENSG00000281344.1	106	136	113	149	128	132
ENSG00000281345.1	0	0	0	0	0	0
ENSG00000281347.4	0	0	0	0	0	0
ENSG00000281348.1	1	0	4	3	2	0
ENSG00000281349.1	0	0	0	0	0	0
ENSG00000281351.1	0	0	0	0	0	0
ENSG00000281354.1	0	0	0	0	0	0
ENSG00000281356.3	0	0	0	0	0	0
ENSG00000281357.5	74	90	117	110	89	140
ENSG00000281358.1	2	4	9	6	3	1
ENSG00000281360.1	0	0	0	0	0	0
ENSG00000281361.1	0	0	0	0	0	0
ENSG00000281362.1	0	0	0	0	0	0
ENSG00000281363.1	0	0	0	0	0	0
ENSG00000281364.1	0	0	0	0	0	0
ENSG00000281365.1	0	0	0	0	0	0
ENSG00000281367.2	0	0	0	0	0	0
ENSG00000281369.1	0	0	0	0	0	0
ENSG00000281371.1	0	0	1	0	0	1
ENSG00000281374.1	0	0	0	0	0	0
ENSG00000281376.1	8	7	12	19	17	14
ENSG00000281377.1	0	0	0	0	0	0
ENSG00000281379.3	0	0	0	0	0	0
ENSG00000281380.1	0	0	0	0	0	0
ENSG00000281382.1	0	0	0	0	0	0
ENSG00000281383.1	0	0	0	0	0	0
ENSG00000281384.2	0	0	0	0	0	0
ENSG00000281385.2	0	0	0	0	0	0
ENSG00000281386.1	0	0	0	0	0	0
ENSG00000281387.4	0	0	0	0	0	0
ENSG00000281388.1	0	0	0	0	0	0
ENSG00000281391.1	0	0	0	0	0	0
ENSG00000281392.3	0	0	0	0	0	0
ENSG00000281393.1	0	0	0	0	0	0
ENSG00000281394.1	0	0	0	0	0	0
ENSG00000281395.1	0	0	0	0	0	0
ENSG00000281396.1	0	0	0	0	0	0
ENSG00000281398.4	936	1055	1127	1100	1289	1208
ENSG00000281400.1	0	0	0	0	0	0
ENSG00000281401.1	0	0	0	0	0	0
ENSG00000281402.2	0	0	0	0	0	0
ENSG00000281403.1	0	0	0	0	0	0
ENSG00000281404.2	65	105	62	127	115	169
ENSG00000281406.2	0	2	7	2	4	10
ENSG00000281407.1	0	0	0	0	0	0
ENSG00000281409.1	0	0	0	0	0	0
ENSG00000281410.1	0	0	0	0	0	0
ENSG00000281416.1	0	0	0	0	0	0
ENSG00000281417.1	0	0	0	0	0	0
ENSG00000281418.1	0	0	0	0	0	0
ENSG00000281420.1	0	0	0	0	0	0
ENSG00000281421.1	0	0	0	0	0	0
ENSG00000281422.1	0	0	0	0	0	0
ENSG00000281424.1	0	0	0	0	0	0
ENSG00000281425.1	0	0	0	0	0	0
ENSG00000281426.1	0	0	0	0	0	0
ENSG00000281427.1	0	0	0	0	0	0
ENSG00000281429.1	0	0	0	0	0	0
ENSG00000281430.1	0	0	0	0	0	0
ENSG00000281432.1	0	0	0	0	0	0
ENSG00000281436.1	0	0	0	0	0	0
ENSG00000281442.1	0	0	0	0	0	0
ENSG00000281448.3	0	0	0	0	0	0
ENSG00000281449.2	0	0	0	0	0	0
ENSG00000281450.1	0	0	0	0	0	0
ENSG00000281453.1	0	0	0	0	0	0
ENSG00000281456.1	0	0	0	0	0	0
ENSG00000281459.3	0	0	0	0	0	0
ENSG00000281460.1	0	0	0	0	0	0
ENSG00000281464.1	0	0	0	0	0	0
ENSG00000281468.1	18	15	16	7	5	22
ENSG00000281469.1	0	1	5	1	1	4
ENSG00000281470.1	0	0	0	0	0	0
ENSG00000281471.1	0	0	0	0	0	0
ENSG00000281473.1	0	0	0	0	0	0
ENSG00000281477.1	0	0	0	0	0	0
ENSG00000281482.1	0	0	0	0	0	0
ENSG00000281484.2	0	0	0	0	0	0
ENSG00000281486.1	0	0	0	0	0	0
ENSG00000281487.1	0	0	0	0	0	0
ENSG00000281489.1	0	0	0	0	0	0
ENSG00000281490.1	3	2	3	3	2	2
ENSG00000281491.1	0	0	0	0	0	0
ENSG00000281493.1	0	0	0	0	0	0
ENSG00000281496.1	0	0	0	0	0	0
ENSG00000281498.1	0	0	0	0	0	0
ENSG00000281499.1	0	0	0	0	0	0
ENSG00000281500.3	0	0	0	0	0	0
ENSG00000281501.1	22	31	14	15	18	9
ENSG00000281502.1	0	0	0	0	0	0
ENSG00000281503.1	0	0	0	0	0	0
ENSG00000281505.1	0	0	0	0	0	0
ENSG00000281507.1	0	0	0	0	0	0
ENSG00000281509.1	0	0	0	0	0	0
ENSG00000281510.1	0	0	0	0	0	0
ENSG00000281511.1	0	0	0	0	0	0
ENSG00000281513.1	0	0	0	0	0	0
ENSG00000281516.1	0	0	0	0	0	0
ENSG00000281518.7	0	0	0	0	0	0
ENSG00000281519.1	0	0	0	0	0	0
ENSG00000281521.1	0	0	0	0	0	0
ENSG00000281524.1	0	0	0	0	0	0
ENSG00000281525.1	0	0	0	0	0	0
ENSG00000281526.3	0	0	0	0	0	0
ENSG00000281530.1	3	5	2	7	7	4
ENSG00000281533.1	0	0	0	0	0	0
ENSG00000281536.1	0	0	0	0	0	0
ENSG00000281537.1	0	0	0	0	0	0
ENSG00000281538.1	0	1	0	2	0	1
ENSG00000281540.3	0	0	0	0	0	0
ENSG00000281541.1	0	0	0	0	0	0
ENSG00000281542.1	0	0	0	0	0	0
ENSG00000281543.2	0	0	0	0	0	0
ENSG00000281547.1	0	0	0	0	0	0
ENSG00000281548.1	0	0	0	0	0	0
ENSG00000281550.1	0	0	0	0	0	0
ENSG00000281552.1	0	0	0	0	0	0
ENSG00000281553.2	0	0	0	0	0	0
ENSG00000281556.2	0	0	0	0	0	0
ENSG00000281559.1	0	0	0	0	0	0
ENSG00000281560.1	0	0	0	0	0	0
ENSG00000281561.1	0	0	0	0	0	0
ENSG00000281562.1	0	0	0	0	0	0
ENSG00000281563.1	0	0	0	0	0	0
ENSG00000281564.1	0	0	0	0	0	0
ENSG00000281565.1	0	0	0	0	0	0
ENSG00000281566.4	0	0	0	0	0	0
ENSG00000281567.1	0	0	0	0	0	0
ENSG00000281569.1	0	0	0	0	0	0
ENSG00000281571.2	14	6	14	14	22	23
ENSG00000281573.1	0	0	0	0	0	0
ENSG00000281577.1	0	0	0	0	0	0
ENSG00000281578.1	0	0	0	0	0	0
ENSG00000281580.2	0	0	0	0	0	0
ENSG00000281582.1	0	0	0	0	0	0
ENSG00000281583.1	0	0	0	0	0	0
ENSG00000281590.1	0	0	0	0	0	0
ENSG00000281591.1	0	1	0	1	0	1
ENSG00000281593.1	0	2	1	0	0	0
ENSG00000281597.1	0	0	0	0	0	0
ENSG00000281601.5	0	0	0	0	0	0
ENSG00000281603.2	0	0	0	0	0	0
ENSG00000281604.1	0	0	0	0	0	0
ENSG00000281609.1	0	0	0	0	0	0
ENSG00000281610.1	0	0	0	0	0	0
ENSG00000281612.1	0	0	0	0	0	0
ENSG00000281613.2	0	0	0	0	1	0
ENSG00000281614.3	0	0	0	0	0	0
ENSG00000281616.1	0	0	0	0	0	0
ENSG00000281617.3	0	0	0	0	0	0
ENSG00000281618.1	0	0	0	0	0	0
ENSG00000281622.1	0	0	0	0	0	0
ENSG00000281623.1	0	0	0	0	0	0
ENSG00000281624.1	0	0	0	0	0	0
ENSG00000281625.1	0	0	0	0	0	0
ENSG00000281626.4	0	0	0	0	0	0
ENSG00000281627.1	0	0	0	0	0	0
ENSG00000281630.2	0	0	0	0	0	0
ENSG00000281633.1	0	0	0	0	0	0
ENSG00000281641.3	20	20	21	17	21	20
ENSG00000281642.1	0	0	0	0	0	0
ENSG00000281644.2	0	0	0	0	0	0
ENSG00000281645.1	0	0	0	0	0	0
ENSG00000281648.1	0	0	0	0	0	0
ENSG00000281649.3	637	1284	812	696	763	822
ENSG00000281650.1	0	0	0	0	0	0
ENSG00000281651.1	0	0	0	0	0	0
ENSG00000281652.1	0	0	0	0	0	0
ENSG00000281654.1	0	0	0	0	0	0
ENSG00000281655.3	0	0	0	0	1	0
ENSG00000281658.1	0	0	0	0	0	0
ENSG00000281659.1	0	0	0	0	0	0
ENSG00000281660.1	0	0	0	0	0	0
ENSG00000281661.3	0	0	0	0	0	0
ENSG00000281664.1	0	0	1	0	0	0
ENSG00000281665.2	0	0	0	0	0	0
ENSG00000281668.1	0	0	0	0	0	0
ENSG00000281670.1	0	0	0	0	0	0
ENSG00000281671.1	0	0	0	0	0	0
ENSG00000281677.1	0	0	0	0	0	0
ENSG00000281679.1	0	0	0	0	0	0
ENSG00000281680.2	0	0	0	0	0	0
ENSG00000281683.1	0	0	0	0	0	0
ENSG00000281687.1	0	0	0	0	0	0
ENSG00000281688.3	0	0	0	0	0	0
ENSG00000281690.2	0	0	0	0	0	0
ENSG00000281691.1	0	1	0	1	5	0
ENSG00000281692.3	0	0	0	0	0	0
ENSG00000281693.1	0	0	0	0	0	0
ENSG00000281696.1	0	0	0	0	0	0
ENSG00000281697.1	0	0	0	0	0	0
ENSG00000281699.1	0	0	0	0	0	0
ENSG00000281703.1	0	0	0	0	0	0
ENSG00000281704.1	0	0	0	0	0	0
ENSG00000281705.1	0	0	0	0	0	0
ENSG00000281706.5	63	51	58	73	72	73
ENSG00000281707.1	0	0	0	0	0	0
ENSG00000281708.1	0	0	0	0	0	0
ENSG00000281709.3	0	0	0	0	0	0
ENSG00000281710.1	0	0	0	0	0	0
ENSG00000281711.1	0	0	0	0	0	0
ENSG00000281718.1	0	0	0	0	0	0
ENSG00000281720.1	0	0	0	0	0	0
ENSG00000281721.1	0	0	0	0	0	0
ENSG00000281722.1	0	0	0	0	0	0
ENSG00000281723.1	0	0	0	0	0	0
ENSG00000281725.2	0	0	0	0	0	0
ENSG00000281731.3	18	18	11	16	14	21
ENSG00000281732.1	0	0	0	0	0	0
ENSG00000281733.1	0	0	0	0	0	0
ENSG00000281734.1	0	0	0	0	0	0
ENSG00000281736.1	0	0	0	0	0	0
ENSG00000281737.1	0	0	0	0	0	0
ENSG00000281738.1	0	0	0	0	0	0
ENSG00000281740.1	0	0	0	0	0	0
ENSG00000281741.2	0	2	0	2	1	0
ENSG00000281742.2	0	0	0	0	0	0
ENSG00000281743.1	0	0	0	0	0	0
ENSG00000281748.3	0	0	0	0	0	0
ENSG00000281750.1	0	0	0	0	0	0
ENSG00000281753.1	0	0	0	0	0	0
ENSG00000281754.1	0	0	0	0	0	0
ENSG00000281756.1	0	0	0	0	0	0
ENSG00000281757.6	0	0	0	0	0	0
ENSG00000281758.1	0	0	0	0	0	0
ENSG00000281759.1	0	0	0	0	0	0
ENSG00000281761.1	0	0	0	0	0	0
ENSG00000281763.2	0	0	0	0	0	0
ENSG00000281764.1	0	0	0	0	0	0
ENSG00000281766.3	0	0	0	0	0	0
ENSG00000281767.1	0	0	0	0	0	0
ENSG00000281769.1	0	0	0	0	0	0
ENSG00000281770.1	0	0	0	0	0	0
ENSG00000281771.1	0	0	0	0	0	0
ENSG00000281772.1	0	0	0	0	2	3
ENSG00000281773.1	0	0	0	0	0	0
