transcript	Control_rep1	Control_rep2	Control_rep3	Arsenite_rep1	Arsenite_rep2	Arsenite_rep3
ENST00000680649	158	115	132	68	78	59
ENST00000680651	1	1				
ENST00000680652	163	164	154	152	117	125
ENST00000680655				1		
ENST00000680656	46	55	73	32	44	42
ENST00000680658	133	98	81	31	26	20
ENST00000680659	5	7	4	1		
ENST00000680661	284	221	148	10	7	23
ENST00000680662	1	2	5	1		
ENST00000680663	3753	2387	1596	286	300	199
ENST00000680664	1	2	1			1
ENST00000680665	22	25	26	15	14	15
ENST00000680667	177	136	147	54	49	59
ENST00000680668	38	26	12	7	6	15
ENST00000680671	172	123	86	20	24	21
ENST00000680673	173	137	92	14	22	22
ENST00000680674	44	30	19	8	1	5
ENST00000680675	4	3		1		
ENST00000680679	62	52	70	28	9	28
ENST00000680681	13	16	17	9	9	9
ENST00000680682	133	98	81	31	26	20
ENST00000680683	414	318	211	47	40	22
ENST00000680684	294	264	206	24	18	20
ENST00000680686	131	92	65	11	9	11
ENST00000680687	10	6	11	1	10	3
ENST00000680688	58	49	34	8	7	15
ENST00000680690	14	17	7	3	6	2
ENST00000680691	3	3	6	2		
ENST00000680694	5	5	6	3		
ENST00000680695	19	23	25	7	11	11
ENST00000680696	18	12	4	1		
ENST00000680699	18	12	4	1		
ENST00000680700	7	4	5	1		
ENST00000680704	197	154	130	38	23	34
ENST00000680707	16	18	10	2	3	6
ENST00000680708	255	183	106	34	17	24
ENST00000680709	35	28	17	2	2	
ENST00000680710	637	647	502	142	120	117
ENST00000680715	4889	3814	3570	1691	1453	1309
ENST00000680717	1106	840	585	161	86	140
ENST00000680718	5	8	2	1	2	2
ENST00000680720	288	173	108	32	11	20
ENST00000680724	399	313	206	46	40	22
ENST00000680725	2953	1508	1141	171	107	169
ENST00000680726	66	60	39	20	20	23
ENST00000680727	6440	4572	2783	510	173	327
ENST00000680728	4	3	7		4	2
ENST00000680729	2891	1468	1125	170	105	167
ENST00000680730	27	15	19	1		
ENST00000680731	182	126	106	46	34	47
ENST00000680732	351	266	182	52	36	53
ENST00000680735	145	122	87	78	54	70
ENST00000680736	16	15	15	3	2	5
ENST00000680738	9	11	9	2	2	2
ENST00000680739	1	1		1	1	
ENST00000680740	4	3	3			
ENST00000680741	1					
ENST00000680742	31	33	36	34	16	16
ENST00000680743	1	3	1			
ENST00000680744	17	14	11	2	1	4
ENST00000680746	25	17	17	17	7	5
ENST00000680748	39	26	37	32	12	16
ENST00000680749	64	60	41	10	8	6
ENST00000680753	9	11	9	2	2	2
ENST00000680754	16	18	10	2	3	6
ENST00000680756	405	314	208	47	40	22
ENST00000680758	4	4	3	1		1
ENST00000680759	64	59	38	19	18	23
ENST00000680760	1	2	3	6		
ENST00000680761	283	184	142	8	4	6
ENST00000680762	8588	5772	4061	777	722	584
ENST00000680763	4	3	7		4	2
ENST00000680764	1	1				
ENST00000680765	106	77	66	54	37	34
ENST00000680766	609	551	534	288	283	208
ENST00000680767	49	39	52	14	17	30
ENST00000680768			1			
ENST00000680771	4	3	3		2	3
ENST00000680772	154	125	121	49	36	39
ENST00000680775	29	23	19	2	5	3
ENST00000680776	1	2	3	6		
ENST00000680777	163	164	154	152	117	125
ENST00000680778	21	16	7	4	5	7
ENST00000680779	1	2	1	1		
ENST00000680781	1			2		
ENST00000680782	584	393	260	70	76	51
ENST00000680784	630	432	322	44	52	36
ENST00000680786	650	439	344	83	36	65
ENST00000680787	1					
ENST00000680789	21	34	31	21	19	28
ENST00000680792	12	10	7	9	9	7
ENST00000680794	37	31	24	3	5	4
ENST00000680795	2	3				
ENST00000680796	1	1	1	1		
ENST00000680797	1	5	2			
ENST00000680798	5	5	6	3		
ENST00000680802	18	12	4	1		
ENST00000680803	139	100	108	58	65	49
ENST00000680804	3	2	1	2	1	1
ENST00000680805	97	80	70	13	8	10
ENST00000680806	124	93	94	77	56	71
ENST00000680808	3860	3001	2731	1307	1118	986
ENST00000680809	6	2	2	2	1	
ENST00000680810	26	26	45	19	6	16
ENST00000680811	25	13	8	2		2
ENST00000680812	13383	9399	5794	943	895	748
ENST00000680814	66	60	39	20	20	23
ENST00000680816	4979	3476	2562	270	205	250
ENST00000680817	107	76	70	56	37	35
ENST00000680821	5	3	9	4	2	5
ENST00000680822	53	43	56	16	19	30
ENST00000680823	390	291	191	67	28	51
ENST00000680825	1		1	1		
ENST00000680826	17	36	37	18	32	28
ENST00000680827	9521	7342	4730	725	754	524
ENST00000680828	47	40	24	12	8	14
ENST00000680829	278	179	140	8	4	6
ENST00000680830	1	1	1			
ENST00000680831	89	64	63	25	19	34
ENST00000680833	18	4	13	3	7	4
ENST00000680834	103	54	62	18	15	8
ENST00000680835					1	
ENST00000680837	3917	2643	1576	270	240	198
ENST00000680839	5	6	2	1	2	1
ENST00000680840	46	55	73	32	44	42
ENST00000680841		1				1
ENST00000680842	6	1	2		1	
ENST00000680843			3			
ENST00000680844	1	2	1			
ENST00000680846	352	264	179	54	36	54
ENST00000680847	762	517	344	67	45	72
ENST00000680849	415	318	211	47	40	22
ENST00000680850	111	141	180	228	218	229
ENST00000680851	284	238	144	37	33	20
ENST00000680852	16	18	11	2	3	6
ENST00000680853	2	8	2	4	3	5
ENST00000680854	26	39	31	8	13	13
ENST00000680855	4	4	1			
ENST00000680857	109	79	67	54	37	36
ENST00000680858	31	30	49	31	19	20
ENST00000680859	4	3	7		4	2
ENST00000680860	55	45	42	16	7	13
ENST00000680861	66	60	39	20	20	23
ENST00000680862	3		5	1	1	
ENST00000680863	46	45	39	13	14	16
ENST00000680864	265	191	116	34	17	24
ENST00000680866	138	88	76	2	2	2
ENST00000680870	18	12	4	1		
ENST00000680871	77	42	45	17	12	18
ENST00000680872	96	62	44	24	6	13
ENST00000680873	106	77	64	54	37	36
ENST00000680874	4616	3588	3323	1593	1385	1223
ENST00000680875	112	84	61	12	9	8
ENST00000680877	233	299	379	210	165	164
ENST00000680879	9	11	9	2	2	2
ENST00000680880	9	11	9	2	2	2
ENST00000680884	4459	3139	2164	418	292	372
ENST00000680886	16	9	13	8	1	9
ENST00000680887	196	213	195	106	83	79
ENST00000680888	40	50	34	19	18	13
ENST00000680890		1				
ENST00000680891	4	1		2		
ENST00000680894	14367	10153	6334	1018	971	793
ENST00000680899	4828	3123	2129	332	328	230
ENST00000680900	55	38	31	54	35	55
ENST00000680902	105	73	56	10	9	7
ENST00000680903	46	29	24	8	1	8
ENST00000680908				1		
ENST00000680909	31	29	20	23	11	25
ENST00000680911	12	9	7	9	9	7
ENST00000680914	4475	3154	2171	417	292	373
ENST00000680916	891	599	431	106	66	102
ENST00000680917	1		1			
ENST00000680918	2	2	2		1	1
ENST00000680919	2	2	2	1		
ENST00000680921	294	264	206	24	18	20
ENST00000680922	146	91	52	23	16	7
ENST00000680923	106	77	64	54	37	36
ENST00000680924	20	11	6	3	1	9
ENST00000680926	312	242	177	21	22	43
ENST00000680927	63	55	38	19	18	22
ENST00000680928	123	69	57	13	13	9
ENST00000680931		2	1			1
ENST00000680933	25	13	8	2		2
ENST00000680934	4	5	4	1		
ENST00000680936	18	18	13		1	1
ENST00000680938	28	31	20	8	1	6
ENST00000680940	1396	958	728	166	150	124
ENST00000680942	1	1	3	5		
ENST00000680943	109	78	70	56	37	37
ENST00000680945	694	605	388	79	38	75
ENST00000680947	13	17	6	3	5	2
ENST00000680948	1	3	1			
ENST00000680949	159	112	80	21	24	21
ENST00000680951	17	8	10	1	2	
ENST00000680952	602	545	528	285	282	207
ENST00000680953		2				
ENST00000680954	6	2	2	2	1	
ENST00000680955	1		1	1		
ENST00000680956	284	299	305	188	113	181
ENST00000680960	32	18	8	3	2	5
ENST00000680962	22	12	11	8	11	4
ENST00000680964	138	118	87	14	13	8
ENST00000680965	31	47	58	25	36	37
ENST00000680966	6	9	5	1	2	1
ENST00000680968	2					
ENST00000680969	284	292	334	241	164	178
ENST00000680970	89	60	42	23	5	13
ENST00000680971	11	17	17	7	10	10
ENST00000680972	1	5	5	2	3	2
ENST00000680977	57	41	41	24	14	13
ENST00000680978	335	255	176	41	27	32
ENST00000680979	4	3	7		4	2
ENST00000680982	20	8	4		1	2
ENST00000680984	15212	10898	6788	1054	1004	808
ENST00000680985	6122	3883	2326	349	260	293
ENST00000680986	111	80	72	56	37	37
ENST00000680987	7	7	7	4	2	1
ENST00000680990	8	4	5	8	5	7
ENST00000680991	524	339	263	52	27	40
ENST00000680992	26	39	31	8	13	13
ENST00000680993	51	35	20	6	7	5
ENST00000680995	13	16	8	2	2	2
ENST00000680996	125	77	66	2	2	2
ENST00000680999	133	134	100	72	43	62
ENST00000681001	6	2			1	
ENST00000681002	25	19	16	3	5	3
ENST00000681004	6	1	2		1	
ENST00000681006	20	32	26	7	12	11
ENST00000681007	11	13	10	1	3	3
ENST00000681009	283	257	198	23	16	16
ENST00000681010	4864	3796	3554	1688	1451	1307
ENST00000681011	14	16	9	2	2	2
ENST00000681012	10	14	8	1	3	4
ENST00000681013	26	27	9	5	11	4
ENST00000681014			1			
ENST00000681016	170	123	86	21	24	22
ENST00000681019	2	8	4		1	1
ENST00000681020	3283	2270	1563	291	206	265
ENST00000681021	291	210	213	83	61	88
ENST00000681022	53	62	83	40	52	45
ENST00000681024	40	50	34	19	18	13
ENST00000681025	39	30	22	1	2	
ENST00000681026			1			
ENST00000681030	31	29	20	23	11	25
ENST00000681031	33	33	21	23	12	28
ENST00000681033	260	275	303	257	163	182
ENST00000681036	45	40	27	8	3	11
ENST00000681037	64	60	41	10	8	6
ENST00000681038	125	102	99	83	45	60
ENST00000681039	1	2	3	6		
ENST00000681041	647	441	335	45	52	36
ENST00000681042	108	79	66	54	37	36
ENST00000681043	2	3				
ENST00000681046	37	25	18	9	6	5
ENST00000681047	51	40	22	2	1	7
ENST00000681050	9	11	12	10	4	6
ENST00000681051	19	17	11	5	4	12
ENST00000681052	6551	4635	2832	513	173	330
ENST00000681053	46	22	26	7	6	8
ENST00000681054	345	281	176	12	9	25
ENST00000681056	524	458	370	161	113	146
ENST00000681060	2	2	2		2	
ENST00000681061	9	6	5	2	5	3
ENST00000681062	588	397	263	70	76	51
ENST00000681063	66	61	43	10	8	6
ENST00000681064	19	17	11	5	4	13
ENST00000681065	14	12	15	8	8	9
ENST00000681066	4826	3756	3510	1663	1435	1274
ENST00000681072	13057	9755	6051	1005	990	744
ENST00000681073	108	79	66	54	37	36
ENST00000681074	133	98	81	31	26	20
ENST00000681076	12213	9010	5598	969	957	729
ENST00000681077	31	23	12	3	2	4
ENST00000681078	1	1				
ENST00000681079	4	3	9	3	5	2
ENST00000681080	4	1	1			
ENST00000681082	56	63	89	66	59	63
ENST00000681083	2	4			1	
ENST00000681085	6	8	6	1	2	1
ENST00000681088	28	25	38	23	18	18
ENST00000681090	148	120	79	14	20	17
ENST00000681092	849	566	403	56	12	64
ENST00000681093	123	69	57	13	13	9
ENST00000681094	112	84	61	12	9	8
ENST00000681096	197	158	130	43	23	36
ENST00000681098			1			1
ENST00000681099	21	46	35	26	24	29
ENST00000681100	80	68	38	13	18	14
ENST00000681101	410	317	209	46	40	22
ENST00000681102	168	148	131	52	45	34
ENST00000681103	25	16	14	5	3	2
ENST00000681104						1
ENST00000681107	2479	1227	917	144	99	162
ENST00000681109	1	1				
ENST00000681111	3	4	1			
ENST00000681112	4	3	1		6	5
ENST00000681113	375	316	223	43	51	26
ENST00000681116	178	209	166	91	76	86
ENST00000681117	209	145	112	14	14	27
ENST00000681120	4			1		
ENST00000681121	17	24	22	11	9	9
ENST00000681123	4827	3758	3510	1664	1438	1277
ENST00000681125	41	28	22	7	5	3
ENST00000681128			1	2		
ENST00000681129	9	7	4	5	5	7
ENST00000681130		2				
ENST00000681133	201	151	112	50	24	38
ENST00000681134	25	19	15	1	4	3
ENST00000681135	20	11	6	3	1	9
ENST00000681137	1	2			1	
ENST00000681138	32	31	25	5	7	13
ENST00000681139	17	8	6	2	3	4
ENST00000681140	111	80	72	56	37	37
ENST00000681141	32	24	20	2	5	4
ENST00000681142	151	125	118	48	36	39
ENST00000681143	29	28	28	16	17	16
ENST00000681144		5	1		2	
ENST00000681145	48	38	20	2	1	7
ENST00000681146	69	55	57	35	35	35
ENST00000681147	3	5	1	2		1
ENST00000681149	26	39	31	8	13	13
ENST00000681152	59	53	38	19	18	22
ENST00000681153			1			
ENST00000681154	276	205	170	59	27	47
ENST00000681156	130	86	69	27	28	22
ENST00000681158	14	15	17	15	18	16
ENST00000681160	212	161	143	41	24	36
ENST00000681161	4094	2861	1979	384	264	336
ENST00000681163	5	4	4	4	1	
ENST00000681164	4	3	7		4	2
ENST00000681165	37	31	24	3	5	4
ENST00000681168	12882	9597	6007	973	983	712
ENST00000681169	20	17	12		6	4
ENST00000681170	15	6	5	3	2	1
ENST00000681172	3443	2210	1436	258	271	183
ENST00000681174	835	510	365	74	67	30
ENST00000681175	9	11	9	2	2	2
ENST00000681176	293	240	147	37	32	18
ENST00000681177	163	143	128	51	45	33
ENST00000681178	1	2		1		
ENST00000681180	142	111	69	34	12	21
ENST00000681183	46	45	39	13	14	16
ENST00000681184	288	173	108	32	11	20
ENST00000681186	45	45	39	13	14	16
ENST00000681188	164	120	75	28	12	19
ENST00000681189	21	26	24	5	5	10
ENST00000681190	1					
ENST00000681191	1	2	3	6		
ENST00000681192	90	74	50	5	6	7
ENST00000681195	416	314	208	47	39	22
ENST00000681198	299	196	124	40	12	26
ENST00000681200			1			
ENST00000681201			1			
ENST00000681202	178	209	166	91	76	86
ENST00000681203	35	34	44	37	17	17
ENST00000681204	129	95	67	12	9	9
ENST00000681206	173	137	92	14	22	22
ENST00000681207	1	2		1		
ENST00000681208	160	111	79	19	23	20
ENST00000681209	3	3	6	2		
ENST00000681211	100	95	60	31	14	18
ENST00000681213			1			
ENST00000681214		1		1	1	1
ENST00000681216	112	81	106	41	49	42
ENST00000681221	278	179	140	8	4	6
ENST00000681223	491	319	248	47	24	37
ENST00000681225	283	184	142	8	4	6
ENST00000681227	104	75	64	54	37	34
ENST00000681228	5	7	4	1		
ENST00000681229	90	62	45	24	6	15
ENST00000681230		1				
ENST00000681231	16	18	10	2	3	6
ENST00000681232	2889	1468	1122	170	105	167
ENST00000681235	5	4	4	2	1	2
ENST00000681237	4	3	8	3	5	
ENST00000681239	39	38	30	5	9	15
ENST00000681240	4	3	2			1
ENST00000681241	53	43	56	15	19	30
ENST00000681242	20	32	26	7	11	11
ENST00000681243	12	12	7	1	3	4
ENST00000681246	9	13	13	8	7	8
ENST00000681247	2					
ENST00000681249	405	310	205	47	39	22
ENST00000681250	40	39	22	10	7	13
ENST00000681251	7	2	2		1	
ENST00000681253	173	137	92	14	22	22
ENST00000681254	37	31	24	3	5	4
ENST00000681255	897	618	444	115	53	89
ENST00000681256	46	40	24	11	7	14
ENST00000681257	7	2	2		1	
ENST00000681260	122	69	57	11	13	9
ENST00000681262	38	22	26	7	4	9
ENST00000681264	122	69	57	11	13	9
ENST00000681265	9841	6489	4160	563	487	429
ENST00000681266	1	2	3	6		
ENST00000681267	107	77	57	11	9	8
ENST00000681268	106	77	64	54	37	36
ENST00000681271	1396	958	728	166	150	124
ENST00000681272	101	86	51	8	8	8
ENST00000681273		1				
ENST00000681274	22	22	34	9	12	22
ENST00000681276	129	72	47	15	5	8
ENST00000681277	1	2		1		
ENST00000681282	92	94	53	43	24	30
ENST00000681283	4679	3647	3381	1619	1402	1236
ENST00000681285	4	4	4	2	1	2
ENST00000681290	12	8	10	4	4	5
ENST00000681291	5	6	2	1	2	1
ENST00000681292	16	15	15	3	2	5
ENST00000681294	94	70	54	11	9	6
ENST00000681295	89	60	42	23	5	13
ENST00000681299					1	1
ENST00000681301	52	60	77	38	51	43
ENST00000681302	7	5	18	10	2	6
ENST00000681303	59	53	38	19	18	22
ENST00000681304	6	6	1	2		
ENST00000681305	3	2	2	1	1	2
ENST00000681306	39	21	26	23	9	5
ENST00000681308	89	40	40	8	3	5
ENST00000681310	32	31	34	21	22	16
ENST00000681311	3744	2913	2632	1288	1097	968
ENST00000681312	26	26	12	8	3	5
ENST00000681313	16	9	11	9	1	9
ENST00000681316	366	261	162	55	34	47
ENST00000681317	289	214	174	61	29	48
ENST00000681318			1			
ENST00000681320	5	6	5	3	6	7
ENST00000681322	156	112	95	7	2	11
ENST00000681324	29	12	9	6	3	6
ENST00000681325	38	21	20	5	3	3
ENST00000681327			1	2		
ENST00000681328	365	260	162	54	34	47
ENST00000681330	1					
ENST00000681333	42	31	19	2	2	6
ENST00000681335	970	653	465	113	67	109
ENST00000681336	10	8	6	1		5
ENST00000681337	107	77	57	11	9	8
ENST00000681338	65	49	46	19	8	11
ENST00000681339	310	214	148	46	23	33
ENST00000681340	53	62	83	40	52	45
ENST00000681343	107	77	67	54	37	34
ENST00000681344	405	314	208	47	40	22
ENST00000681345	5	6	2	1	2	1
ENST00000681346	27	23	20	3	5	3
ENST00000681348	20	18	15	6	2	
ENST00000681350	4	4	1			
ENST00000681351	125	77	66	2	2	2
ENST00000681354	6	1	2		1	
ENST00000681355	405	314	208	47	40	22
ENST00000681358	33	32	23	11	8	17
ENST00000681361	1	3	1			
ENST00000681362			1			1
ENST00000681363	294	241	147	37	32	18
ENST00000681365	53	62	83	40	52	45
ENST00000681367	116	97	80	24	28	23
ENST00000681375	2					
ENST00000681376	1	2		1		
ENST00000681380	46	42	20	5	12	4
ENST00000681383	294	264	206	24	18	20
ENST00000681384	120	77	65	2	2	2
ENST00000681385	5	6	2	1	2	1
ENST00000681386	138	84	72	30	20	36
ENST00000681387			1			
ENST00000681391	265	191	116	34	17	24
ENST00000681393	31	18	8	3	2	5
ENST00000681394	22	12	11	8	11	4
ENST00000681397	5661	3861	2603	275	128	220
ENST00000681398	4489	2668	1584	232	144	254
ENST00000681399	34	23	24	6	7	14
ENST00000681400	133	98	81	31	26	20
ENST00000681402	4	3	8	3	5	
ENST00000681404	3	2	2	1	1	2
ENST00000681407	647	578	462	228	148	176
ENST00000681408	40	37	35	29	27	18
ENST00000681410	1396	958	728	166	150	124
ENST00000681411	9	2	2		1	
ENST00000681412	612	552	536	288	283	209
ENST00000681413	274	208	153	48	26	34
ENST00000681414	5	7	2	1	4	1
ENST00000681415	1	2	3	6		
ENST00000681416	9	11	9	2	2	2
ENST00000681417	283	184	142	8	4	6
ENST00000681419	410	317	209	46	40	22
ENST00000681420	2816	1931	1330	272	187	251
ENST00000681422	22	21	17	2	3	
ENST00000681423	89	60	42	23	5	13
ENST00000681426	18	12	4	1		
ENST00000681427	6	6	1	4	1	
ENST00000681430	138	118	87	14	13	8
ENST00000681431	4423	2600	1532	188	111	207
ENST00000681432	41	36	20	1		
ENST00000681433	106	77	64	54	37	36
ENST00000681434				1		
ENST00000681435	2673	1830	1267	335	155	332
ENST00000681438	37	31	24	3	5	4
ENST00000681441	8	7	7	8	7	6
ENST00000681443		1				2
ENST00000681444	1	2	1			1
ENST00000681446	5	5	6	3		
ENST00000681447	26	39	31	8	13	13
ENST00000681450	1	3	1			
ENST00000681451	4	3	7		4	2
ENST00000681456	255	183	106	34	17	24
ENST00000681458	5	2	6	1	1	
ENST00000681459	139	100	108	58	65	49
ENST00000681462	4	8	7	2	1	3
ENST00000681463	287	220	148	33	37	33
ENST00000681467	2949	1508	1140	172	107	169
ENST00000681470	53	44	56	16	20	30
ENST00000681471	109	78	72	56	37	35
ENST00000681473	218	189	89	25	4	19
ENST00000681474	177	119	75	25	19	7
ENST00000681476	12888	9603	6008	973	979	712
ENST00000681477	16	36	29	14	31	22
ENST00000681478	89	60	42	23	5	13
ENST00000681480		1				
ENST00000681482	111	80	72	56	37	37
ENST00000681483	34	38	28	13	14	8
ENST00000681484	122	69	57	11	13	9
ENST00000681488	27	42	51	21	34	35
ENST00000681489	283	184	142	8	4	6
ENST00000681491	897	618	444	115	53	89
ENST00000681492	58	49	34	8	7	15
ENST00000681493	414	317	210	47	40	22
ENST00000681494	255	183	106	34	17	24
ENST00000681495	19	20	15	8	12	9
ENST00000681497	19	24	15	3	4	2
ENST00000681498	56	46	55	22	32	22
ENST00000681500	119	84	56	10	7	10
ENST00000681502	14	17	7	3	6	2
ENST00000681504	9617	6282	4023	514	414	395
ENST00000681505	2	2	3	1		
ENST00000681506	20	19	14	2	1	
ENST00000681507	287	220	148	33	37	33
ENST00000681509	107	77	57	11	9	8
ENST00000681510	214	163	144	41	24	36
ENST00000681511			1			
ENST00000681515	31	29	20	23	11	25
ENST00000681516	287	220	148	33	37	33
ENST00000681518		1				
ENST00000681522	53	62	83	40	52	45
ENST00000681523	345	281	178	12	9	25
ENST00000681524	146	91	52	23	16	7
ENST00000681528	284	301	305	188	113	183
ENST00000681532		2				
ENST00000681534	46	45	39	13	14	16
ENST00000681535	2	2	6	2	1	2
ENST00000681536	3330	2627	2293	1089	973	827
ENST00000681537	35	29	21	5	1	8
ENST00000681538	174	114	71	24	16	7
ENST00000681539	12	10	7	9	9	7
ENST00000681541	45	40	27	8	3	11
ENST00000681542	124	93	94	77	56	71
ENST00000681545	178	208	165	91	76	86
ENST00000681547	101	80	92	44	49	46
ENST00000681548	1	3	1			
ENST00000681549	16	10	11	9	1	9
ENST00000681550	390	291	191	67	28	51
ENST00000681551	12	10	7	9	9	7
ENST00000681552	77	62	60	14	13	16
ENST00000681557	6	3	2		2	
ENST00000681558	19	20	15	8	12	9
ENST00000681559	18	18	13		1	1
ENST00000681560	2	2	1		2	
ENST00000681562	46	43	35	18	17	11
ENST00000681564	182	225	175	97	77	87
ENST00000681566	1074	751	495	104	75	119
ENST00000681567	96	62	53	24	10	14
ENST00000681569	2968	1514	1147	172	107	169
ENST00000681572	6	9	5	1	2	1
ENST00000681574	5080	3994	3754	1791	1529	1366
ENST00000681575	283	184	142	8	4	6
ENST00000681576	6393	4127	2427	365	274	306
ENST00000681577	18	12	4	1		
ENST00000681579	111	79	59	11	9	9
ENST00000681581	161	114	80	21	24	21
ENST00000681583	123	102	84	24	30	25
ENST00000681584	1	1	1	1		
ENST00000681585	80	67	61	14	13	16
ENST00000681586	647	441	335	45	52	36
ENST00000681588	33	20	16	2	2	1
ENST00000681590	5	5				
ENST00000681592	41	36	20	1		
ENST00000681593	178	209	166	91	76	86
ENST00000681594	11	13	10	1	3	3
ENST00000681595	6	4	2		1	2
ENST00000681596	2					
ENST00000681598	42	24	14	1	2	4
ENST00000681599	22	48	39	28	24	29
ENST00000681602	94	48	46	8	3	6
ENST00000681606	29	35	26	12	13	7
ENST00000681607	1	2	3	6		
ENST00000681609	5	8	2	1	2	2
ENST00000681610	112	84	61	12	9	8
ENST00000681611	229	184	159	72	64	48
ENST00000681615	397	355	317	121	107	84
ENST00000681616	1	3	1			
ENST00000681617	37	21	20	4	6	2
ENST00000681618	25	17	17	17	7	5
ENST00000681619	66	60	39	20	20	23
ENST00000681620	110	80	60	11	9	7
ENST00000681621	5	5	6	3		
ENST00000681624	4	4	3	1		
ENST00000681625	204	168	157	117	80	98
ENST00000681626			1			
ENST00000681627	37	22	22	5	3	3
ENST00000681629	100	50	49	8	4	6
ENST00000681636	12	10	7	9	9	7
ENST00000681637	163	119	90	6	1	3
ENST00000681638	116	70	50	18	12	12
ENST00000681641	7	2	1			
ENST00000681642		1	1			1
ENST00000681644	4	1		2		
ENST00000681649	1					1
ENST00000681650	109	73	38	4	6	8
ENST00000681651	14	14	14	8	7	3
ENST00000681652	173	137	92	14	22	22
ENST00000681653	265	191	116	34	17	24
ENST00000681655	45	40	19	5	10	3
ENST00000681656	109	66	79	22	18	25
ENST00000681657	2947	1508	1137	171	107	168
ENST00000681658	6352	4312	2891	283	133	245
ENST00000681659	147	104	91	41	41	39
ENST00000681661	115	80	59	29	9	21
ENST00000681664	5	9	7	2	2	2
ENST00000681668	1682	1258	1027	393	402	362
ENST00000681669	3	2	2	1	1	2
ENST00000681670	47	56	74	32	45	44
ENST00000681671	1	2	3	6		
ENST00000681672	111	89	55	8	8	10
ENST00000681674	12881	9597	6007	973	983	712
ENST00000681676	109	78	72	56	37	35
ENST00000681677	9	6	5	2	5	3
ENST00000681678	19	32	25	7	11	11
ENST00000681679	52	34	27	4	6	1
ENST00000681683	524	458	370	161	113	146
ENST00000681684	76	49	46	10	9	8
ENST00000681685	22	32	26	9	16	14
ENST00000681686	316	242	178	21	23	44
ENST00000681687	23	29	15	26	16	19
ENST00000681691	127	95	68	12	9	9
ENST00000681693	4136	2949	2040	407	287	359
ENST00000681694	4	3		1		2
ENST00000681695	42	24	14	1	2	4
ENST00000681697	294	264	206	24	18	20
ENST00000681698	2907	1878	1172	223	260	155
ENST00000681699	227	147	119	7	4	6
ENST00000681700	5	6	4	1		
ENST00000681701			1			
ENST00000681702	18	12	4	1		
ENST00000681705	112	84	61	12	9	8
ENST00000681711	258	251	172	54	44	44
ENST00000681712	12087	9162	5749	967	978	707
ENST00000681713	109	79	67	54	37	36
ENST00000681715	6	4	2	1	1	3
ENST00000681716	47	40	24	12	8	14
ENST00000681717	5	2	1	1	2	5
ENST00000681718	46	55	73	32	44	42
ENST00000681720	1	3	1			
ENST00000681722	609	551	534	288	283	208
ENST00000681723	125	77	66	2	2	2
ENST00000681725	39	21	22	5	3	3
ENST00000681727	1	1				
ENST00000681728		2				1
ENST00000681732	6		2		1	
ENST00000681733	12086	9162	5749	967	978	708
ENST00000681734	284	221	150	11	7	23
ENST00000681737	58	47	27	9	6	6
ENST00000681738	58	49	34	8	7	15
ENST00000681742	12	10	7	9	9	7
ENST00000681748	288	173	108	32	11	20
ENST00000681749			1			
ENST00000681750	24	22	14	2	4	5
ENST00000681751	109	60	58	22	34	23
ENST00000681756	47	56	74	32	45	44
ENST00000681759	38	29	38	8	12	20
ENST00000681760	36	33	20	27	11	27
ENST00000681761	18	12	4	1		
ENST00000681762	7067	4554	2790	380	278	314
ENST00000681763	160	113	80	21	23	21
ENST00000681764	11	14	10	1	3	2
ENST00000681765	278	184	138	8	4	6
ENST00000681766	6	12	15	4	5	3
ENST00000681767		1				
ENST00000681768	47	40	26	13	9	14
ENST00000681769	75	39	28	4	5	7
ENST00000681776				1		
ENST00000681777	8	7	7	8	7	6
ENST00000681778	295	241	147	37	32	18
ENST00000681780	8	7	8	1		1
ENST00000681785	283	237	144	37	32	18
ENST00000681789	57	67	48	16	15	6
ENST00000681790	155	130	99	13	13	12
ENST00000681791	22	12	11	8	11	4
ENST00000681793	34	45	26	38	22	22
ENST00000681797	8	11	8	3	2	2
ENST00000681799	20	19	14	2	1	
ENST00000681801	58	49	34	8	7	15
ENST00000681803	1239	940	650	172	94	147
ENST00000681804	7	6	9	1	7	
ENST00000681806	29	13	19	13	7	4
ENST00000681808	66	57	39	20	20	22
ENST00000681809	30	16	21	12	13	12
ENST00000681810	129	72	47	15	5	8
ENST00000681811	22	24	26	15	14	14
ENST00000681812	79	63	36	15	9	14
ENST00000681816	13	6	16	4		1
ENST00000681817	70	49	50	20	19	11
ENST00000681818	13	12	8	2	3	6
ENST00000681819	34	38	28	13	14	8
ENST00000681820	56	52	58	22	32	23
ENST00000681821	1		1			
ENST00000681822	5066	3976	3736	1786	1523	1360
ENST00000681823	1	4		2	1	
ENST00000681827	26	39	31	8	13	13
ENST00000681828	46	55	73	32	44	42
ENST00000681829	34	34	35	22	24	16
ENST00000681830	5			1		
ENST00000681833	258	184	118	48	21	30
ENST00000681838	168	154	187	132	99	91
ENST00000681840	1	1				
ENST00000681841	53	62	83	40	52	45
ENST00000681842	6551	4635	2832	513	173	330
ENST00000681843	2			2	1	
ENST00000681844	19	9	14	9	1	9
ENST00000681849	1	2	3	6		
ENST00000681851	1		3			
ENST00000681854		1				
ENST00000681856	122	69	57	11	13	9
ENST00000681857	1	2	3	6		
ENST00000681858	14	11	2	4	3	3
