transcript	Control_rep1	Control_rep2	Control_rep3	LeuStarve_rep1	LeuStarve_rep2	LeuStarve_rep3
ENST00000649173	6	7	12	10	6	9
ENST00000649177	1					
ENST00000649178	1319	1008	1621	1548	1717	1313
ENST00000649181	154	127	155	128	145	98
ENST00000649185	2068	1692	2441	1665	2155	1593
ENST00000649186	1	2	3	4	10	7
ENST00000649191	19	10	19	29	34	29
ENST00000649200	43	38	64	63	68	38
ENST00000649205	19	13	23	28	20	16
ENST00000649206	9	6	6	5	13	4
ENST00000649207	4	2	7	6	5	6
ENST00000649211	22	16	23	18	30	20
ENST00000649214	23	16	30	19	51	40
ENST00000649215	1464	1128	1431	1275	1880	1042
ENST00000649217	88	43	92	62	80	58
ENST00000649224	63	48	64	115	100	79
ENST00000649225	178	133	238	269	335	218
ENST00000649226	111	61	109	118	126	98
ENST00000649227				2		
ENST00000649231	479	359	557	536	652	382
ENST00000649233	1					
ENST00000649234	34	19	39	47	50	41
ENST00000649242	177	138	171	157	169	112
ENST00000649243				1		1
ENST00000649248	104	99	133	132	154	122
ENST00000649251	189	116	173	171	182	128
ENST00000649263	6	5	6	7	8	8
ENST00000649266	627	458	724	895	1159	750
ENST00000649267	178	133	238	269	335	218
ENST00000649271	54	50	56	62	75	50
ENST00000649276	60	47	75	90	134	81
ENST00000649279			1	2	2	3
ENST00000649285	2	2	8	11	12	13
ENST00000649286	731	504	729	875	1028	655
ENST00000649289	3	2	8	11	12	13
ENST00000649294	3	4	1	3	14	3
ENST00000649297	1		1			2
ENST00000649303	7	6	6	8	10	3
ENST00000649306	197	135	192	214	288	204
ENST00000649307	22	16	23	18	30	20
ENST00000649316	16	13	16	19	20	16
ENST00000649323	154	134	215	206	252	147
ENST00000649326	1	4	4	2	4	2
ENST00000649334	1		1	3	4	2
ENST00000649340	219	149	235	197	210	162
ENST00000649341	1	2		1		1
ENST00000649352	40	39	65	66	93	66
ENST00000649360	18	13	23	28	19	16
ENST00000649363	158	123	172	209	224	193
ENST00000649364	6	7	10	12	22	10
ENST00000649365	3	2	5	8	5	3
ENST00000649368	4	1	3	2	4	2
ENST00000649374	571	421	648	564	696	405
ENST00000649377	3	1	3		1	6
ENST00000649383	1		1	1		1
ENST00000649389	11	13	18	15	32	13
ENST00000649398	74	68	123	99	131	86
ENST00000649408	678	487	843	784	1099	773
ENST00000649409	15	13	16	30	30	30
ENST00000649416	379	378	439	381	494	376
ENST00000649427	212	138	226	197	244	210
ENST00000649428	1					
ENST00000649429	10	5	7	11	10	8
ENST00000649435	8	10	16	22	17	9
ENST00000649442	24	14	28	30	60	34
ENST00000649443	1		2		2	1
ENST00000649452	1312	956	1359	1670	2036	1378
ENST00000649454	175	113	166	152	173	136
ENST00000649463	887	680	900	994	1469	934
ENST00000649464	72	62	106	97	121	96
ENST00000649465	24	21	18	48	77	46
ENST00000649474	1					
ENST00000649479	30	18	38	46	29	27
ENST00000649487	178	133	238	269	335	218
ENST00000649488	1					
ENST00000649490	319	180	351	283	368	222
ENST00000649491	859	752	1035	950	1189	870
ENST00000649492	43	28	41	51	67	37
ENST00000649500	14	12	18	18	24	17
ENST00000649501	5	9	7	13	14	7
ENST00000649518	177	138	171	157	169	112
ENST00000649519	1		1	3	4	2
ENST00000649520	1	2	3	4	10	7
ENST00000649521					1	
ENST00000649528	33	29	54	49	54	36
ENST00000649529		2	1	2	1	2
ENST00000649536	309	217	319	441	437	446
ENST00000649537		1	2	5	1	
ENST00000649543	177	138	171	157	169	112
ENST00000649547	23	18	22	19	31	20
ENST00000649550	286	171	287	210	249	188
ENST00000649557		1	1		1	
ENST00000649563	158	136	183	136	192	122
ENST00000649564	2	1	5	3	10	3
ENST00000649566	443	344	499	501	616	431
ENST00000649570	35	24	29	26	28	14
ENST00000649578	3322	2486	3833	4259	4671	3787
ENST00000649586	13	2	15	18	11	7
ENST00000649592	31	26	50	42	53	32
ENST00000649596	33	29	54	49	54	37
ENST00000649598	8	3	5	3	5	6
ENST00000649601	27	31	35	28	31	20
ENST00000649602	54	50	56	62	75	50
ENST00000649610	33	29	54	49	54	36
ENST00000649624	710	599	876	718	828	632
ENST00000649631	33	29	54	49	54	36
ENST00000649633	32	36	46	54	36	40
ENST00000649634	76	62	124	124	181	124
ENST00000649644	59	53	73	86	105	58
ENST00000649649	55	52	56	63	77	51
ENST00000649650	257	190	258	296	395	287
ENST00000649662	613	445	678	524	774	479
ENST00000649663	4	2	7	6	5	6
ENST00000649664	30	17	30	23	34	18
ENST00000649666	10	16	4	13	22	15
ENST00000649673	61	43	59	84	93	61
ENST00000649678	57	37	60	68	92	44
ENST00000649679	88	80	105	129	176	104
ENST00000649680	1					
ENST00000649685	55	52	56	63	77	51
ENST00000649688	99	82	135	107	148	111
ENST00000649689	453	302	466	505	603	383
ENST00000649695	33	28	52	45	53	35
ENST00000649698	1	2	2	2	2	2
ENST00000649699	348	277	389	380	469	340
ENST00000649704	8	12	15	13	11	11
ENST00000649708	193	135	205	176	174	139
ENST00000649717	457	330	554	594	749	551
ENST00000649722				1		
ENST00000649724	879	602	1135	1004	1383	945
ENST00000649731	239	176	277	222	300	253
ENST00000649734	25	19	27	27	24	23
ENST00000649735	1					
ENST00000649742	112	82	105	125	129	80
ENST00000649747	372	249	402	350	454	325
ENST00000649748	2	3	6	2	7	3
ENST00000649749	879	602	1135	1004	1383	945
ENST00000649752	147	123	138	113	137	79
ENST00000649759		1	1	2		
ENST00000649763	92	73	105	86	92	69
ENST00000649764	2112	1485	2462	2415	3396	2093
ENST00000649765	61	51	61	64	87	70
ENST00000649769	152	129	172	227	231	202
ENST00000649770	401	305	457	416	526	358
ENST00000649771	12	12	11	28	24	24
ENST00000649772	187	135	182	166	237	139
ENST00000649778	89	58	103	76	103	81
ENST00000649785	38	27	35	50	56	30
ENST00000649786	35	29	35	49	61	29
ENST00000649787	1722	1307	2084	1845	2279	1452
ENST00000649788	20	21	27	22	28	30
ENST00000649790	513	350	487	611	683	440
ENST00000649795	9	8	13	20	16	16
ENST00000649796	178	133	238	269	335	218
ENST00000649797	38	27	36	50	56	30
ENST00000649800	141	91	133	144	199	112
ENST00000649801	95	70	97	111	133	93
ENST00000649805	98	73	141	141	184	148
ENST00000649807	18	13	17	27	35	22
ENST00000649810	4	2	7	6	5	6
ENST00000649812	148	83	154	147	197	129
ENST00000649813	752	545	784	1047	1327	903
ENST00000649815	134	109	155	173	251	143
ENST00000649820	532	399	595	519	637	375
ENST00000649824	1	2		1		1
ENST00000649827	47	31	51	52	74	64
ENST00000649828	12	11	22	18	13	14
ENST00000649830	1					
ENST00000649838	1548	1263	1912	1846	2394	1594
ENST00000649841	693	526	774	637	939	646
ENST00000649844			1		1	
ENST00000649845				1		
ENST00000649846	305	232	390	396	405	297
ENST00000649849	2255	1613	2450	1586	2176	1502
ENST00000649851	40	27	36	52	58	30
ENST00000649855	178	133	238	269	335	218
ENST00000649859	5	3	6	9	8	5
ENST00000649863	79	56	74	77	92	69
ENST00000649864	2868	2153	2870	2771	3737	2325
ENST00000649865	189	135	218	232	301	210
ENST00000649866	1	1	2	2	1	3
ENST00000649868	10	6	9	5	5	11
ENST00000649870						1
ENST00000649872	1		1	3	4	2
ENST00000649876	1					
ENST00000649896	496	408	590	625	882	573
ENST00000649897	46	52	59	83	112	59
ENST00000649901	45	35	59	44	62	37
ENST00000649906	206	176	258	271	286	252
ENST00000649908	14	11	20	12	23	14
ENST00000649912	20	8	15	24	36	20
ENST00000649914	728	499	723	867	1018	649
ENST00000649917	5	10	8	15	18	12
ENST00000649918	88	80	105	129	176	104
ENST00000649919	1526	1248	1897	1816	2365	1567
ENST00000649922	23	16	30	19	51	40
ENST00000649928	4	2	6	6	8	6
ENST00000649934	97	86	117	146	188	119
ENST00000649935	3	1	4	7	2	2
ENST00000649943	521	382	593	604	734	492
ENST00000649949	295	248	357	319	314	298
ENST00000649953	26	31	42	32	42	29
ENST00000649958	9	8	13	20	16	16
ENST00000649963	43	34	51	63	72	59
ENST00000649971	1	2	3	4	10	7
ENST00000649973	1548	1263	1913	1848	2397	1595
ENST00000649979	14	9	9	19	28	8
ENST00000649983	289	219	362	367	456	300
ENST00000649985	9	9	8	24	19	22
ENST00000649995	112	79	129	117	193	120
ENST00000649996	33	23	31	26	43	36
ENST00000649998	100	83	112	124	181	137
ENST00000650006	660	445	640	794	909	600
ENST00000650012	11919	9486	13369	14543	17205	11396
ENST00000650015	2	6			3	2
ENST00000650026	138	90	134	142	196	109
ENST00000650035	88	80	105	129	176	104
ENST00000650044	1	1	4	4	1	2
ENST00000650045	49	22	46	33	38	31
ENST00000650046	260	245	329	362	388	319
ENST00000650049	190	132	202	173	172	134
ENST00000650052				1	3	1
ENST00000650053	197	135	192	214	288	204
ENST00000650058	21	17	12	21	33	25
ENST00000650060	605	380	667	553	660	456
ENST00000650064	167	115	157	258	262	162
ENST00000650068	31	27	52	46	54	34
ENST00000650070	2877	2157	2877	2776	3746	2329
ENST00000650072	29	23	30	36	36	34
ENST00000650085	11	18	13	25	21	19
ENST00000650089	816	577	834	746	920	597
ENST00000650096	148	121	169	299	362	227
ENST00000650097	102	83	113	125	181	138
ENST00000650101	164	123	208	186	243	170
ENST00000650102	1					
ENST00000650107	88	80	105	129	176	104
ENST00000650108	94	73	110	81	100	73
ENST00000650109	177	166	239	176	214	172
ENST00000650110	287	171	287	210	252	188
ENST00000650111	1					
ENST00000650112	5	1	3	3	7	6
ENST00000650113	69	56	86	69	94	66
ENST00000650114	40	50	62	77	118	60
ENST00000650116				1		
ENST00000650119	63	35	73	34	44	46
ENST00000650124	9	8	13	20	16	16
ENST00000650125	22	16	23	18	30	20
ENST00000650126	186	151	178	169	195	121
ENST00000650127	1		1	1		
ENST00000650130	200	139	193	216	293	211
ENST00000650134	6	2	6	5	5	7
ENST00000650136	37	43	36	56	52	44
ENST00000650149	94	69	109	138	165	93
ENST00000650154	81	69	104	92	118	117
ENST00000650167	303	196	308	245	338	236
ENST00000650171	905	703	1089	719	915	623
ENST00000650182	973	812	1114	1113	1442	1079
ENST00000650188	32	28	51	42	53	33
ENST00000650197	921	637	932	983	1335	890
ENST00000650202	2			2	1	
ENST00000650206	3	1	1	2	2	1
ENST00000650207						2
ENST00000650210	10	8	14	19	39	21
ENST00000650215	55	52	56	63	77	51
ENST00000650216	1489	1219	1859	1772	2303	1538
ENST00000650221	882	598	1048	619	855	574
ENST00000650226	200	125	187	246	308	228
ENST00000650247			1	1	1	3
ENST00000650260	192	120	195	231	303	219
ENST00000650262	5	2	4	6	10	9
ENST00000650265	1448	1106	1727	1766	2163	1624
ENST00000650267	4	8	14	15	17	11
ENST00000650269						1
ENST00000650271				3	2	3
ENST00000650274	421	269	446	465	538	396
ENST00000650276	21	18	24	37	46	43
ENST00000650278	92	84	114	151	166	102
ENST00000650279	106	88	102	108	156	99
ENST00000650281	181	155	227	178	241	164
ENST00000650283	54	27	44	143	179	107
ENST00000650285	189	135	218	232	301	210
ENST00000650287	17	8	6	16	20	12
ENST00000650288	1	1		1		2
ENST00000650294	104	77	135	98	122	86
ENST00000650296	5	3	5	7	10	2
ENST00000650298	67	61	89	93	117	71
ENST00000650303	51	32	44	37	41	19
ENST00000650305	25	11	19	22	21	6
ENST00000650306	10	6	7	10	20	8
ENST00000650309	129	111	161	192	206	133
ENST00000650310	24	27	24	39	45	34
ENST00000650311	3	4	1	3	6	3
ENST00000650315	32	11	23	23	39	18
ENST00000650332	34	18	47	37	65	34
ENST00000650333	526	391	606	610	748	501
ENST00000650344	94	79	123	120	170	113
ENST00000650354	894	645	908	847	988	707
ENST00000650359	278	208	350	356	443	294
ENST00000650365	2	1	1	3	6	1
ENST00000650367	1	2		2	4	
ENST00000650368	122	85	141	131	169	108
ENST00000650370	3		2	1	2	6
ENST00000650373	741	570	988	750	959	620
ENST00000650376	73	51	74	128	105	85
ENST00000650387	33	28	52	45	53	34
ENST00000650388					1	
ENST00000650389	2135	1599	2351	1953	1965	1566
ENST00000650397	1106	955	1207	1102	1175	824
ENST00000650399	4	2	7	6	5	6
ENST00000650402	7	6	9	11	15	5
ENST00000650403	4	1	3	1	4	2
ENST00000650409	15	13	16	5	16	16
ENST00000650417	44	41	71	67	78	46
ENST00000650426	1	1		1		2
ENST00000650427	666	586	870	835	1030	627
ENST00000650431	23	16	30	19	51	40
ENST00000650434	24	14	27	29	60	34
ENST00000650436	138	114	147	192	166	158
ENST00000650440	5	4	6	7	11	5
ENST00000650449	113	83	124	104	129	69
ENST00000650450	20	20	23	29	35	36
ENST00000650451	11	18	13	23	27	24
ENST00000650454	207	155	249	306	378	234
ENST00000650455	141	92	154	162	145	116
ENST00000650461	233	155	296	316	407	233
ENST00000650466			2	1	2	1
ENST00000650467	1	1	5	3	7	3
ENST00000650471	116	100	113	81	103	61
ENST00000650479	116	91	148	173	257	175
ENST00000650481	206	183	272	219	222	166
ENST00000650484	5	9	7	13	14	6
ENST00000650485	4	2	7	6	5	6
ENST00000650486	18	5	17	21	15	21
ENST00000650489	193	139	184	201	263	179
ENST00000650491	204	203	292	407	478	436
ENST00000650494	33	19	23	24	26	11
ENST00000650505	2	5	4	2	5	7
ENST00000650508	141	91	133	144	199	112
ENST00000650516	1	1	1	2	1	1
ENST00000650521	3	4	5	1	6	7
ENST00000650528		1	2			
ENST00000650530	1		2	3	1	
ENST00000650533	9	9	8	24	19	23
ENST00000650540	195	141	182	222	268	193
ENST00000650543					1	2
ENST00000650544	14	12	15	28	26	30
ENST00000650546	407	294	447	437	533	357
ENST00000650547	731	504	729	875	1028	655
ENST00000650560	4	2	7	6	5	6
ENST00000650567	23	19	35	38	49	32
ENST00000650569	461	357	537	492	588	400
ENST00000650571	689	560	883	784	1041	711
ENST00000650573	10	10	14	26	28	9
ENST00000650576	34	22	55	40	57	47
ENST00000650585	56	55	77	76	87	45
ENST00000650587	311	215	319	444	438	447
ENST00000650590	66	37	83	91	102	72
ENST00000650591	119	72	131	119	139	118
ENST00000650592	27	22	34	59	55	57
ENST00000650596	19	20	23	29	35	35
ENST00000650599	78	66	92	93	116	71
ENST00000650604	124	102	122	87	105	62
ENST00000650615	101	68	100	98	168	107
ENST00000650617	100	65	111	101	124	88
ENST00000650623	203	128	188	176	198	143
ENST00000650628	54	50	56	62	75	50
ENST00000650630						1
ENST00000650632	1					
ENST00000650636	154	126	155	129	146	98
ENST00000650639	663	449	717	1015	1273	710
ENST00000650640	292	189	296	229	289	202
ENST00000650642	536	355	541	413	556	359
ENST00000650644	40	38	56	51	77	39
ENST00000650651	130	151	196	202	272	186
ENST00000650653	505	443	629	485	595	468
ENST00000650655	719	755	749	1077	1429	1080
ENST00000650656	153	103	165	175	226	150
ENST00000650667	17	9	16	27	35	14
ENST00000650673	11	9	16	15	13	21
ENST00000650681	3	8	6	5	11	7
ENST00000650685	11	4	9	9	14	13
ENST00000650687				1	2	
ENST00000650688	491	289	475	593	658	453
ENST00000650696	40	38	56	51	77	39
ENST00000650697	34	15	34	36	49	32
ENST00000650709	4	9	10	7	19	10
ENST00000650714	520	386	527	580	797	484
ENST00000650715	890	688	912	833	999	660
ENST00000650721	154	105	167	210	266	158
ENST00000650723	26	29	42	42	69	45
ENST00000650728	3	8	7	5	11	6
ENST00000650731	33	29	43	34	36	28
ENST00000650734		1		1		2
ENST00000650735	864	643	831	1086	1124	999
ENST00000650736	4	5	14	12	12	7
ENST00000650739	160	101	207	158	222	145
ENST00000650750	94	84	107	156	202	129
ENST00000650752	2		2	4	1	2
ENST00000650753	155	120	170	219	303	181
ENST00000650755		1		1		1
ENST00000650760	24	23	21	18	33	19
ENST00000650762	363	247	411	288	388	266
ENST00000650770	3	4	4	4	6	7
ENST00000650780			3	5	1	
ENST00000650786	6	3	2	3	4	5
ENST00000650790	406	278	454	325	414	295
ENST00000650792	427	277	453	402	579	359
ENST00000650797	4	4	5	6	5	6
ENST00000650799	32	21	34	40	38	34
ENST00000650805	6	8	9	16	13	13
ENST00000650807	2002	1619	2429	2542	3201	2188
ENST00000650808	28	24	43	25	35	28
ENST00000650809	2			2	1	
ENST00000650810	40	38	56	51	77	39
ENST00000650811	37	41	51	46	52	46
ENST00000650817	25	32	31	41	37	35
ENST00000650819						1
ENST00000650821	12	11	12	21	15	13
ENST00000650822				4	2	2
ENST00000650826	3	8	6	5	11	6
ENST00000650828	11	8	17	24	23	27
ENST00000650831	49	28	62	48	50	25
ENST00000650832	27	17	25	41	66	31
ENST00000650833	4	5	6	13	9	8
ENST00000650836	236	184	278	341	372	284
ENST00000650839	201	139	205	146	168	151
ENST00000650843	40	38	56	51	77	39
ENST00000650844	48	29	48	57	86	55
ENST00000650847		1		1	1	1
ENST00000650848	1	2	1	3	2	1
ENST00000650856						1
ENST00000650858	29	32	48	39	45	31
ENST00000650860	60	41	72	69	79	59
ENST00000650865	25	19	26	29	40	30
ENST00000650871	31	14	22	31	30	39
ENST00000650873	331	256	392	423	518	369
ENST00000650888	76	51	107	109	155	98
ENST00000650893	29	13	27	45	41	29
ENST00000650900	40	38	56	51	77	39
ENST00000650903	245	195	228	215	295	202
ENST00000650904	94	88	132	113	154	98
ENST00000650905	6	2	5	8	10	6
ENST00000650912	6	3	8	7	12	11
ENST00000650919					1	1
ENST00000650920	182	138	208	185	251	161
ENST00000650932	1273	1085	1620	1770	2542	1610
ENST00000650952	40	38	56	51	77	39
ENST00000650953	341	307	417	445	497	384
ENST00000650955	168	132	208	226	267	159
ENST00000650960	298	254	326	337	407	302
ENST00000650966	8	6	10	14	10	14
ENST00000650967					1	1
ENST00000650969	29	24	38	53	44	45
ENST00000650973	2			2	1	
ENST00000650980					1	1
ENST00000650983		1		1	1	
ENST00000650987	9	7	11	10	7	8
ENST00000650990	327	278	379	370	454	342
ENST00000650997	405	277	452	324	414	294
ENST00000651002	22	16	28	35	38	25
ENST00000651004	40	38	56	51	77	39
ENST00000651008	9	13	19	10	10	7
ENST00000651014	364	248	414	292	390	268
ENST00000651024	419	415	585	482	703	507
ENST00000651027	198	159	213	241	279	232
ENST00000651028	167	120	198	264	294	211
ENST00000651035	775	619	865	835	1019	720
ENST00000651036	85	72	71	103	121	93
ENST00000651039	2			2	1	
ENST00000651042	937	769	1031	844	1100	764
ENST00000651045		1		1		
ENST00000651046	7	4	9	17	9	10
ENST00000651048	7	5	7	5	13	5
ENST00000651049	298	254	326	337	407	302
ENST00000651059	304	261	373	378	467	351
ENST00000651060	374	305	407	517	509	413
ENST00000651061	32	21	25	46	63	42
ENST00000651065	3	8	6	5	11	6
ENST00000651066	11	5	16	21	16	13
ENST00000651070	154	105	167	210	266	158
ENST00000651077	17	15	29	39	42	54
ENST00000651086	2	1	1			1
ENST00000651089	267	210	316	523	673	411
ENST00000651091		1	3	1	5	2
ENST00000651093	200	139	204	146	166	150
ENST00000651106	2462	1885	2600	2719	2880	2124
ENST00000651109	2		2	4	1	2
ENST00000651111	9	3	4	6	8	4
ENST00000651114	247	218	301	246	276	189
ENST00000651128	21	9	20	20	34	18
ENST00000651129	167	121	198	263	294	211
ENST00000651131	4	4	2	1	3	5
ENST00000651133		1				
ENST00000651137	510	320	481	612	706	492
ENST00000651139	1	6	7	6	3	1
ENST00000651150	17	24	22	37	47	45
ENST00000651160	376	295	432	468	561	380
ENST00000651164				1	2	
ENST00000651167	40	38	56	51	77	39
ENST00000651168	167	112	179	197	255	167
ENST00000651176	16	15	27	29	39	25
ENST00000651177	227	146	197	207	275	175
ENST00000651185					1	4
ENST00000651186	315	193	284	220	256	182
ENST00000651188				2	1	
ENST00000651192	46	30	38	67	65	38
ENST00000651198						1
ENST00000651202	135	99	137	133	151	118
ENST00000651204	279	182	290	227	283	198
ENST00000651206	138	94	141	177	238	124
ENST00000651207	13	10	20	27	24	30
ENST00000651208	45	34	52	54	52	36
ENST00000651222	381	308	476	441	562	406
ENST00000651225	1				4	
ENST00000651226	55	34	60	89	82	68
ENST00000651228	12	18	24	15	22	11
ENST00000651234	49	55	74	44	54	45
ENST00000651235	33	36	42	26	36	33
ENST00000651242						2
ENST00000651246	38	32	50	46	47	30
ENST00000651250	31	15	31	34	49	31
ENST00000651253	83	66	98	114	186	110
ENST00000651257	210	135	220	272	350	251
ENST00000651259	137	84	120	127	143	93
ENST00000651260	2		6		4	5
ENST00000651262	298	222	350	256	322	237
ENST00000651268	53	39	61	87	109	82
ENST00000651278	2			1		
ENST00000651280	534	471	673	665	753	558
ENST00000651284	27	30	36	44	30	42
ENST00000651298	29	13	27	45	41	29
ENST00000651300	26	18	37	41	43	53
ENST00000651301	6	8	8	16	13	13
ENST00000651302	1281	903	1436	1884	2609	1760
ENST00000651303	1		2	2	2	
ENST00000651307		1		1		
ENST00000651316	177	122	184	124	142	130
ENST00000651318	2		2	4	1	2
ENST00000651320	3	8	7	5	11	7
ENST00000651323	37	27	40	58	61	44
ENST00000651330	5	1	5	2	7	5
ENST00000651332	3		1	5	3	5
ENST00000651333						1
ENST00000651341	1341	1088	1546	1812	2264	1399
ENST00000651342	99	64	97	99	120	72
ENST00000651348	172	145	188	212	242	212
ENST00000651352	177	122	184	124	142	130
ENST00000651354	902	673	873	1137	1181	1039
ENST00000651356	34	16	34	37	49	32
ENST00000651358	7	3	10	15	17	11
ENST00000651368	216	138	239	216	253	165
ENST00000651372	317	236	339	276	363	237
ENST00000651376	84	51	85	101	136	87
ENST00000651378	34	33	54	46	49	35
ENST00000651383				1		
ENST00000651385	58	38	70	64	76	56
ENST00000651386	184	154	205	191	265	166
ENST00000651390	3	8	6	5	11	7
ENST00000651407	154	105	167	210	266	158
ENST00000651410	56	35	63	90	85	70
ENST00000651418	196	179	279	237	293	208
ENST00000651419	6	5	8	11	10	6
ENST00000651420	27	15	31	37	36	35
ENST00000651425	428	281	417	341	471	279
ENST00000651427	33	15	34	36	49	32
ENST00000651428	150	98	165	184	249	158
ENST00000651435	457	364	494	606	651	483
ENST00000651436	142	95	179	174	196	162
ENST00000651438	293	222	305	242	295	205
ENST00000651448	80	66	108	98	127	103
ENST00000651455	155	111	179	177	232	158
ENST00000651465	131	151	196	204	276	186
ENST00000651467	40	38	56	51	77	39
ENST00000651469	30	33	25	50	54	43
ENST00000651470	130	116	186	188	246	153
ENST00000651472	633	578	803	559	754	529
ENST00000651476	476	324	523	433	605	401
ENST00000651477	205	163	240	228	265	196
ENST00000651487	1			3		
ENST00000651489	126	85	121	136	133	100
ENST00000651495	40	38	56	51	77	39
ENST00000651498	5	2	5	4	8	5
ENST00000651500	188	169	222	190	246	169
ENST00000651501	2		1	1	1	1
ENST00000651503	145	103	122	177	190	159
ENST00000651510	55	34	60	89	82	68
ENST00000651516	40	38	56	51	77	39
ENST00000651528	88	45	75	68	89	60
ENST00000651532	74	74	112	92	151	69
ENST00000651534	49	47	62	58	76	44
ENST00000651537	2584	1985	2832	2515	3215	2112
ENST00000651543	1151	889	1277	1428	1877	1156
ENST00000651545	8837	6316	9739	3693	3815	3524
ENST00000651546	56	38	66	66	73	46
ENST00000651547	5	3	8	9	14	4
ENST00000651549	156	106	191	196	265	169
ENST00000651550	1				1	
ENST00000651555	134	97	149	131	167	137
ENST00000651556	2		1	3	1	1
ENST00000651557	2	1	2	5	1	4
ENST00000651561						1
ENST00000651564			1	1	1	2
ENST00000651565		1		2	2	
ENST00000651566	457	344	405	569	626	464
ENST00000651567			3	5	1	
ENST00000651570	293	219	301	293	354	236
ENST00000651577	242	193	279	318	371	247
ENST00000651579	553	401	658	726	833	580
ENST00000651580	5	2	5	7	9	1
ENST00000651586	892	668	858	1127	1171	1026
ENST00000651590	484	375	538	655	703	491
ENST00000651591		1		1		1
ENST00000651595	65	63	88	74	90	59
ENST00000651599	5	2	5	7	9	1
ENST00000651600	4	7	9	6	9	8
ENST00000651602	9	13	5	50	76	60
ENST00000651609	8	8	7	18	12	8
ENST00000651613	40	38	56	51	77	39
ENST00000651614	166	112	147	186	235	129
ENST00000651615	123	116	163	161	188	129
ENST00000651619	140	129	163	176	250	134
ENST00000651623	1139	951	1295	1248	1186	871
ENST00000651624	3566	2901	3685	5371	7282	4573
ENST00000651626	786	671	1006	1407	1903	1201
ENST00000651629	10	2	5	3	14	12
ENST00000651634	298	254	326	337	407	302
ENST00000651641	2581	2034	2930	2707	3170	2199
ENST00000651643	97	89	118	96	122	100
ENST00000651644	3167	2589	3761	3322	3704	2679
ENST00000651646	167	127	195	205	247	191
ENST00000651648	199	157	214	216	249	184
ENST00000651650					1	
ENST00000651655	323	207	321	158	246	155
ENST00000651669	7595	5816	9194	3495	3947	2875
ENST00000651671	11	24	19	13	32	21
ENST00000651672					1	
ENST00000651687	576	397	649	367	544	338
ENST00000651691	16	8	17	16	29	18
ENST00000651692	6	6	3	3	2	8
ENST00000651695	965	763	1077	1038	1267	885
ENST00000651698	279	182	290	227	283	198
ENST00000651699		1		2	2	1
ENST00000651704	242	193	279	318	371	247
ENST00000651709	19	8	20	22	23	21
ENST00000651716			1	1		1
ENST00000651717			1			
ENST00000651718	1			7	7	6
ENST00000651721	4086	2965	4634	2826	3628	2302
ENST00000651723	10	14	19	18	25	23
ENST00000651725	1	1	2	3	2	2
ENST00000651735	37	17	32	39	44	42
ENST00000651747	29	23	60	67	60	35
ENST00000651761	130	151	197	202	272	186
ENST00000651763	137	84	120	127	143	93
ENST00000651764	34	33	54	48	50	35
ENST00000651766		1		3	1	2
ENST00000651767	433	427	547	485	672	488
ENST00000651776	27	23	44	56	73	50
ENST00000651779	48	25	60	40	40	26
ENST00000651785	56	53	70	82	96	56
ENST00000651786	1	1	7	2	7	6
ENST00000651800	5	2	5	5	8	7
ENST00000651803	3	4	4	4	6	7
ENST00000651808	3	5	5	5	11	4
ENST00000651811	40	38	56	51	77	39
ENST00000651816			3	5	1	
ENST00000651842	3	8	6	5	11	7
ENST00000651848	40	38	56	51	77	39
ENST00000651853	47	50	63	68	73	61
ENST00000651854	85	72	71	103	121	93
ENST00000651856					1	1
ENST00000651862	146	129	177	168	205	131
ENST00000651863	3	8	6	5	11	7
ENST00000651864	77	42	79	107	132	103
ENST00000651865	326	278	379	370	454	341
ENST00000651866	40	38	56	51	77	39
ENST00000651870	42	48	47	56	60	45
ENST00000651874	287	197	305	370	464	278
ENST00000651877	2	1	2	3	2	1
ENST00000651878	112	82	115	100	113	91
ENST00000651883	34	16	34	37	49	32
ENST00000651890	78	66	117	123	148	96
ENST00000651892	76	74	94	72	83	53
ENST00000651894	549	553	774	778	977	731
ENST00000651899	24	24	32	38	27	39
ENST00000651901	303	223	345	303	367	281
ENST00000651915	42	37	39	51	72	41
ENST00000651917	25	23	22	38	44	38
ENST00000651918	1040	693	1013	1228	1691	1043
ENST00000651925	42	39	42	47	69	44
ENST00000651928	5	1	5	2	7	5
ENST00000651929	271	219	326	531	680	417
ENST00000651933	1			1	1	1
ENST00000651937	29	34	39	47	71	33
ENST00000651943	966	764	1078	1038	1269	886
ENST00000651945	25	32	30	41	37	35
ENST00000651949	9	13	19	10	10	7
ENST00000651950	149	111	170	154	193	150
ENST00000651952	2	4	4	7	9	6
ENST00000651955	561	383	594	498	648	461
ENST00000651971				1	1	1
ENST00000651974	276	200	253	311	359	265
ENST00000651982	5	6	12	9	13	4
ENST00000651984	287	197	305	370	464	278
ENST00000651992	4056	3246	4250	6153	8138	5115
ENST00000651998	109	71	120	148	145	102
ENST00000652001	204	152	224	312	284	184
ENST00000652003	1	2	2	3	5	1
ENST00000652005	302	193	291	326	407	314
ENST00000652006	7	5	7	5	13	5
ENST00000652011	29	23	32	47	65	45
ENST00000652016	376	295	431	467	561	378
ENST00000652021	872	619	1026	516	645	464
ENST00000652026	285	218	366	397	426	326
ENST00000652027	1020	714	1077	986	1293	784
ENST00000652028	40	38	56	51	77	39
ENST00000652033	123	72	117	97	136	87
